,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
355,valdivia,-39.81,-73.25,59.0,87.0,25.0,4.7,CL,1609120164.0
356,chumikan,54.72,135.31,-25.55,74.0,0.0,21.27,RU,1609120405.0
357,smithers,54.78,-127.17,30.2,80.0,90.0,2.24,CA,1609120228.0
358,puerto suarez,-18.95,-57.8,76.3,91.0,99.0,1.97,BO,1609120408.0
359,goderich,43.75,-81.72,35.6,74.0,100.0,12.75,CA,1609120279.0
360,roald,62.58,6.13,44.01,65.0,100.0,5.82,NO,1609120410.0
361,kaitangata,-46.28,169.85,57.99,69.0,8.0,14.0,NZ,1609120411.0
362,bosaso,11.28,49.18,74.82,78.0,36.0,10.71,SO,1609120412.0
363,thessalon,46.25,-83.57,32.0,99.0,90.0,4.7,CA,1609120413.0
364,fairbanks,64.84,-147.72,-0.4,77.0,90.0,4.38,US,1609120415.0
365,altar,30.7,-111.82,64.99,26.0,43.0,5.08,MX,1609120416.0
366,santa rosa,14.31,121.11,84.0,83.0,40.0,3.36,PH,1609120417.0
367,belle glade,26.68,-80.67,63.0,90.0,27.0,1.01,US,1609120418.0
368,male,4.17,73.51,78.8,94.0,40.0,3.36,MV,1609120181.0
369,carauari,-4.88,-66.9,74.16,97.0,100.0,2.28,BR,1609120420.0
370,malartic,48.13,-78.13,15.8,100.0,90.0,12.75,CA,1609120361.0
371,aquiraz,-3.9,-38.39,80.6,78.0,75.0,16.11,BR,1609120423.0
372,iwanai,42.97,140.51,30.85,94.0,96.0,7.81,JP,1609120424.0
373,abu kamal,34.45,40.92,42.76,51.0,0.0,1.01,SY,1609120425.0
374,soskovo,52.75,35.38,13.75,97.0,0.0,6.8,RU,1609120426.0
375,yanam,16.73,82.22,68.0,88.0,47.0,5.82,IN,1609120427.0
376,youhao,47.87,128.83,-4.34,82.0,98.0,2.64,CN,1609120429.0
378,palimbang,6.21,124.19,86.31,61.0,47.0,2.68,PH,1609120430.0
379,road town,18.42,-64.62,77.0,83.0,40.0,4.7,VG,1609120215.0
380,vestmanna,62.16,-7.17,37.4,89.0,100.0,29.97,FO,1609120432.0
381,hwange,-18.37,26.5,71.58,85.0,95.0,0.6,ZW,1609120433.0
382,hirara,24.8,125.28,71.6,73.0,75.0,19.46,JP,1609120435.0
383,mbini,1.57,9.61,78.8,100.0,40.0,5.88,GQ,1609120436.0
384,altay,47.87,88.12,-9.24,60.0,0.0,3.29,CN,1609120437.0
385,mackenzie,55.3,-123.17,28.4,92.0,90.0,1.97,CA,1609120215.0
386,jibuti,11.5,42.5,73.4,73.0,20.0,13.76,DJ,1609120439.0
387,valparaiso,-33.04,-71.63,59.0,93.0,90.0,3.36,CL,1609120408.0
388,mayo,38.89,-76.51,39.0,74.0,1.0,6.93,US,1609120442.0
389,quito,-0.23,-78.52,55.4,93.0,75.0,8.05,EC,1609120311.0
390,marakkanam,12.2,79.95,70.79,85.0,5.0,10.56,IN,1609120444.0
391,formosa do rio preto,-11.05,-45.19,71.73,51.0,0.0,2.73,BR,1609120445.0
392,katesh,-4.52,35.38,57.74,98.0,100.0,5.46,TZ,1609120446.0
394,leh,34.17,77.58,4.12,60.0,100.0,5.21,IN,1609120448.0
395,eskisehir,39.78,30.52,39.2,80.0,0.0,6.93,TR,1609120449.0
396,lagoa,39.05,-27.98,57.15,71.0,100.0,10.0,PT,1609120450.0
397,longyan,25.11,117.02,66.0,65.0,5.0,2.86,CN,1609120451.0
398,tuatapere,-46.13,167.68,69.01,52.0,0.0,8.99,NZ,1609120452.0
399,petropavlovsk-kamchatskiy,53.05,158.65,17.6,57.0,100.0,4.47,RU,1609120453.0
400,miram shah,33.01,70.07,35.37,75.0,0.0,0.83,PK,1609120455.0
401,takapau,-40.03,176.35,57.99,65.0,84.0,5.99,NZ,1609120456.0
402,port moresby,-9.44,147.18,91.4,55.0,5.0,3.36,PG,1609120457.0
403,grand gaube,-20.01,57.66,75.0,88.0,65.0,8.99,MU,1609120458.0
405,neiafu,-18.65,-173.98,84.2,79.0,75.0,8.05,TO,1609120459.0
406,tigzirt,36.89,4.12,49.39,49.0,0.0,15.37,DZ,1609120461.0
408,lebedyan,53.02,39.17,26.6,79.0,75.0,1.57,RU,1609120462.0
409,tessalit,20.2,1.01,58.95,31.0,13.0,7.7,ML,1609120463.0
410,belmonte mezzagno,38.05,13.39,50.0,77.0,57.0,9.13,IT,1609120464.0
411,preeceville,51.95,-102.67,-11.45,89.0,22.0,6.8,CA,1609120465.0
412,zaoyang,32.13,112.75,50.23,57.0,24.0,1.77,CN,1609120259.0
414,north bay,46.32,-79.47,25.0,92.0,90.0,14.99,CA,1609120468.0
415,zelenoborsk,61.47,64.03,-4.23,92.0,100.0,7.56,RU,1609120469.0
416,sibolga,1.74,98.78,83.64,60.0,88.0,0.51,ID,1609120470.0
417,shurugwi,-19.67,30.01,63.77,100.0,88.0,3.38,ZW,1609120471.0
418,neyshabur,36.21,58.8,27.95,78.0,0.0,1.05,IR,1609120472.0
419,shenzhen,22.55,114.07,71.01,79.0,0.0,5.1,CN,1609120428.0
420,malanje,-9.54,16.34,65.1,90.0,100.0,6.22,AO,1609120475.0
421,rock sound,24.9,-76.2,71.24,71.0,6.0,20.0,BS,1609120476.0
422,anadyr,64.75,177.48,14.0,85.0,40.0,49.21,RU,1609120477.0
423,sobolevo,54.43,31.9,22.5,97.0,29.0,12.48,RU,1609120478.0
424,bengkulu,-3.8,102.27,83.12,65.0,92.0,0.83,ID,1609120479.0
425,malinyi,-8.93,36.13,72.82,95.0,100.0,0.49,TZ,1609120481.0
426,burgeo,47.62,-57.62,32.77,86.0,2.0,12.59,CA,1609120482.0
427,marzuq,14.4,46.47,51.4,45.0,3.0,2.82,YE,1609120483.0
428,narsaq,60.92,-46.05,32.0,83.0,100.0,4.7,GL,1609120484.0
429,aykhal,66.0,111.5,-5.8,83.0,90.0,8.95,RU,1609120485.0
431,zhanaozen,43.3,52.8,23.09,91.0,64.0,12.06,KZ,1609120486.0
432,fond du lac,43.77,-88.44,30.2,86.0,90.0,19.46,US,1609120488.0
433,guane,22.2,-84.09,60.13,80.0,0.0,5.97,CU,1609120489.0
434,tazovskiy,67.47,78.7,-33.7,83.0,0.0,10.87,RU,1609120490.0
435,vyartsilya,62.18,30.69,27.39,96.0,100.0,11.56,RU,1609120491.0
436,nakhon si thammarat,8.25,100.0,80.6,88.0,20.0,2.24,TH,1609120492.0
437,khandyga,62.67,135.6,-45.09,78.0,100.0,3.11,RU,1609120493.0
438,singaraja,-8.11,115.09,85.44,64.0,21.0,1.79,ID,1609120495.0
439,tual,-5.67,132.75,79.48,85.0,100.0,9.55,ID,1609120496.0
440,eureka,40.8,-124.16,45.0,86.0,93.0,5.46,US,1609120497.0
442,buribay,51.96,58.16,22.5,97.0,100.0,10.58,RU,1609120498.0
443,ormara,25.21,64.64,59.02,34.0,0.0,16.35,PK,1609120499.0
444,arlit,18.74,7.39,60.06,31.0,4.0,4.38,NE,1609120501.0
445,vanavara,60.34,102.28,-36.65,82.0,26.0,4.14,RU,1609120502.0
447,hovd,48.01,91.64,-7.29,79.0,0.0,1.92,MN,1609120503.0
448,riberalta,-10.98,-66.1,72.05,98.0,99.0,2.39,BO,1609120504.0
449,henties bay,-22.12,14.28,63.0,88.0,78.0,1.99,NA,1609120505.0
450,strezhevoy,60.73,77.59,-16.6,75.0,90.0,17.9,RU,1609120507.0
451,carinhanha,-14.3,-43.77,75.43,55.0,99.0,8.81,BR,1609120508.0
452,samfya,-11.36,29.56,66.88,95.0,100.0,7.81,ZM,1609120509.0
453,goroka,-6.08,145.39,76.42,54.0,95.0,3.69,PG,1609120510.0
454,ulaanbaatar,47.91,106.88,-25.6,60.0,0.0,8.95,MN,1609120511.0
455,soligalich,59.08,42.29,-4.22,90.0,0.0,3.27,RU,1609120513.0
456,los llanos de aridane,28.66,-17.92,64.4,88.0,40.0,4.7,ES,1609120514.0
457,brae,60.4,-1.35,37.4,70.0,100.0,4.7,GB,1609120515.0
459,high level,58.52,-117.14,5.0,92.0,90.0,2.71,CA,1609120516.0
460,hualmay,-11.1,-77.61,69.22,84.0,99.0,5.99,PE,1609120517.0
462,rawson,-43.3,-65.1,70.61,63.0,39.0,5.44,AR,1609120291.0
463,camacha,33.08,-16.33,59.0,72.0,40.0,5.82,PT,1609120520.0
464,presidencia roque saenz pena,-26.79,-60.44,78.98,57.0,5.0,5.17,AR,1609120521.0
465,cifuentes,22.64,-80.05,66.2,88.0,75.0,5.82,CU,1609120522.0
466,rodney,42.57,-81.68,41.0,80.0,20.0,21.92,CA,1609120523.0
467,karratha,-20.74,116.85,88.57,57.0,86.0,12.35,AU,1609120524.0
468,sambava,-14.27,50.17,76.78,89.0,100.0,6.2,MG,1609120526.0
469,constitucion,-35.33,-72.42,57.78,92.0,20.0,8.34,CL,1609120527.0
470,chicama,-7.84,-79.15,70.66,72.0,99.0,4.99,PE,1609120528.0
471,lyubar,49.92,27.76,33.04,90.0,100.0,20.51,UA,1609120529.0
472,novodugino,55.63,34.28,16.56,97.0,100.0,8.3,RU,1609120530.0
473,lagos,6.58,3.75,78.8,88.0,20.0,4.7,NG,1609120531.0
474,ambatondrazaka,-17.83,48.42,68.13,92.0,100.0,1.92,MG,1609120533.0
475,maceio,-9.67,-35.74,75.2,88.0,75.0,5.82,BR,1609120422.0
476,alta floresta,-9.88,-56.09,70.57,94.0,100.0,3.13,BR,1609120535.0
477,asau,46.43,26.4,36.0,81.0,100.0,3.29,RO,1609120536.0
478,longyearbyen,78.22,15.64,23.0,67.0,75.0,24.16,SJ,1609120399.0
479,humaita,-7.51,-63.02,72.5,98.0,100.0,2.64,BR,1609120538.0
480,trofors,65.53,13.41,42.8,92.0,100.0,28.86,NO,1609120540.0
481,canby,45.26,-122.69,46.4,61.0,1.0,10.29,US,1609120541.0
482,matara,5.95,80.54,76.17,87.0,12.0,4.03,LK,1609120542.0
483,lieksa,63.32,30.02,27.75,96.0,100.0,14.9,FI,1609120543.0
485,morant bay,17.88,-76.41,80.6,69.0,20.0,6.93,JM,1609120545.0
486,termoli,41.99,14.99,36.0,86.0,100.0,1.01,IT,1609120330.0
487,pasighat,28.07,95.33,60.73,38.0,4.0,1.95,IN,1609120547.0
488,kavieng,-2.57,150.8,85.69,63.0,20.0,8.5,PG,1609120548.0
489,pitimbu,-7.47,-34.81,78.8,83.0,40.0,12.75,BR,1609120549.0
490,oistins,13.07,-59.53,78.8,83.0,75.0,13.87,BB,1609120550.0
491,promyshlennaya,54.92,85.64,-40.0,65.0,20.0,4.47,RU,1609120552.0
492,shediac,46.22,-64.54,19.4,79.0,5.0,3.36,CA,1609120553.0
493,baihar,22.1,80.55,57.61,50.0,0.0,2.44,IN,1609120554.0
494,tongling,30.95,117.78,52.38,74.0,0.0,3.67,CN,1609120555.0
495,blenheim,-41.52,173.95,63.0,59.0,73.0,4.0,NZ,1609120556.0
496,hella,67.2,14.43,39.2,64.0,75.0,31.09,NO,1609120558.0
497,buta,2.79,24.73,70.47,88.0,93.0,2.13,CD,1609120559.0
498,ewo,-0.87,14.82,74.16,81.0,100.0,5.93,CG,1609120560.0
499,manokwari,-0.87,134.08,82.26,72.0,100.0,3.42,ID,1609120561.0
500,kemijarvi,66.71,27.43,24.62,97.0,100.0,10.58,FI,1609120562.0
501,sitka,57.05,-135.33,37.4,93.0,90.0,4.76,US,1609120563.0
502,san quintin,30.48,-115.95,59.43,76.0,75.0,9.22,MX,1609120565.0
503,yizheng,24.67,103.43,48.43,88.0,79.0,8.55,CN,1609120566.0
504,khed,17.72,73.38,69.22,66.0,48.0,2.53,IN,1609120567.0
505,hami,42.8,93.45,14.14,83.0,0.0,10.25,CN,1609120568.0
506,omboue,-1.57,9.26,77.05,89.0,94.0,2.86,GA,1609120569.0
507,mahibadhoo,3.78,72.97,81.75,68.0,9.0,4.61,MV,1609120571.0
508,sept-iles,50.2,-66.38,15.8,61.0,11.0,12.75,CA,1609120502.0
509,salalah,17.02,54.09,71.6,64.0,0.0,11.41,OM,1609120534.0
510,harper,4.38,-7.72,78.15,85.0,100.0,6.67,LR,1609120574.0
511,puerto el triunfo,13.28,-88.55,73.4,88.0,0.0,2.24,SV,1609120575.0
512,koungou,-12.73,45.2,82.4,74.0,40.0,10.29,YT,1609120576.0
513,bubaque,11.28,-15.83,78.98,77.0,1.0,12.62,GW,1609120578.0
514,jumla,29.27,82.18,32.18,63.0,0.0,6.93,NP,1609120579.0
515,pochutla,15.74,-96.47,75.2,73.0,5.0,1.99,MX,1609120580.0
516,santa fe,-31.63,-60.7,84.99,61.0,34.0,1.99,AR,1609120581.0
517,byron bay,-28.65,153.62,87.01,54.0,46.0,13.87,AU,1609120503.0
518,aldan,58.6,125.39,-29.69,83.0,100.0,6.6,RU,1609120583.0
519,dir,35.21,71.88,33.06,72.0,99.0,2.62,PK,1609120585.0
520,azare,11.68,10.19,64.13,29.0,85.0,7.54,NG,1609120586.0
521,oros,-6.24,-38.91,80.17,59.0,3.0,4.97,BR,1609120587.0
523,beaver dam,43.46,-88.84,30.99,100.0,90.0,18.34,US,1609120588.0
524,gisborne,-38.65,178.0,63.0,62.0,76.0,11.01,NZ,1609120589.0
525,rio gallegos,-51.62,-69.22,64.4,18.0,0.0,13.87,AR,1609120590.0
526,gornopravdinsk,60.05,69.9,3.29,93.0,100.0,11.39,RU,1609120592.0
527,redwater,33.36,-94.25,62.6,67.0,1.0,5.82,US,1609120593.0
528,makakilo city,21.35,-158.09,82.4,58.0,75.0,6.93,US,1609120594.0
529,broken hill,-31.95,141.43,66.2,23.0,6.0,18.34,AU,1609120595.0
531,puksoozero,62.59,40.61,-1.61,93.0,50.0,4.68,RU,1609120596.0
532,bintulu,3.17,113.03,82.4,83.0,20.0,4.7,MY,1609120515.0
533,garissa,-0.45,39.64,75.38,75.0,67.0,3.83,KE,1609120599.0
534,teeli,51.03,90.23,-24.36,74.0,0.0,0.2,RU,1609120600.0
535,aksu,41.12,80.26,16.5,90.0,0.0,2.15,CN,1609120601.0
536,olafsvik,64.89,-23.71,32.92,88.0,71.0,26.06,IS,1609120602.0
537,nayudupeta,13.9,79.9,68.0,88.0,40.0,4.56,IN,1609120604.0
538,buin,-33.73,-70.75,71.6,53.0,0.0,9.17,CL,1609120605.0
539,tonj,7.27,28.68,73.08,42.0,23.0,4.18,SS,1609120606.0
540,willmar,45.12,-95.04,15.8,78.0,1.0,9.17,US,1609120587.0
541,fuerte olimpo,-21.04,-57.87,82.94,47.0,3.0,0.2,PY,1609120608.0
542,sakassou,7.45,-5.29,80.6,36.0,91.0,2.24,CI,1609120609.0
543,kayerkan,69.35,87.76,-34.6,65.0,0.0,6.71,RU,1609120611.0
544,houma,29.6,-90.72,55.99,87.0,1.0,6.93,US,1609120612.0
546,lata,40.16,-8.33,55.0,91.0,100.0,5.99,PT,1609120613.0
547,tarnogskiy gorodok,60.5,43.58,-6.84,90.0,0.0,3.53,RU,1609120614.0
548,shieli,44.17,66.75,18.64,96.0,1.0,4.05,KZ,1609120615.0
550,hailar,49.2,119.7,-14.67,87.0,1.0,8.28,CN,1609120617.0
551,jimma,7.67,36.83,56.75,55.0,53.0,1.23,ET,1609120618.0
552,falavarjan,32.56,51.51,26.6,79.0,0.0,6.93,IR,1609120619.0
553,aracataca,10.59,-74.19,78.01,79.0,2.0,0.16,CO,1609120620.0
554,long xuyen,10.38,105.42,80.6,88.0,20.0,2.24,VN,1609120479.0
555,kirakira,-10.45,161.92,84.04,76.0,100.0,4.76,SB,1609120622.0
556,oussouye,12.48,-16.55,75.2,78.0,0.0,2.24,SN,1609120624.0
557,ariquemes,-9.91,-63.04,71.11,99.0,100.0,2.8,BR,1609120625.0
558,metes,46.1,23.42,48.2,76.0,0.0,17.22,RO,1609120626.0
559,chambas,22.19,-78.91,73.4,73.0,75.0,10.29,CU,1609120627.0
560,karaton,-6.34,106.1,88.0,74.0,20.0,8.05,ID,1609120628.0
561,besikduzu,41.05,39.23,48.2,57.0,0.0,2.24,TR,1609120629.0
562,megion,61.03,76.11,-16.6,75.0,90.0,17.9,RU,1609120631.0
563,manama,26.22,50.58,64.4,77.0,0.0,4.7,BH,1609120632.0
564,north myrtle beach,33.82,-78.68,42.8,100.0,1.0,4.74,US,1609120479.0
565,rabo de peixe,37.8,-25.58,53.6,81.0,75.0,2.24,PT,1609120634.0
566,walvis bay,-22.96,14.51,63.0,82.0,63.0,8.05,NA,1609120635.0
567,pucallpa,-8.38,-74.55,71.78,96.0,100.0,2.75,PE,1609120636.0
568,yulara,-25.24,130.99,78.8,34.0,0.0,14.99,AU,1609120638.0
569,chimore,-16.98,-65.13,76.19,77.0,98.0,4.47,BO,1609120639.0
570,sarangani,5.4,125.46,83.43,73.0,97.0,8.81,PH,1609120640.0
571,mitsamiouli,-11.38,43.28,82.38,75.0,100.0,10.07,KM,1609120641.0
572,kerrville,30.05,-99.14,61.0,58.0,1.0,7.31,US,1609120621.0
574,troy,42.61,-83.15,39.99,92.0,90.0,5.82,US,1609120644.0
575,hobyo,5.35,48.53,77.29,77.0,30.0,16.87,SO,1609120645.0
576,broome,42.25,-75.83,28.99,68.0,1.0,9.17,US,1609120646.0
577,jiaocheng,24.68,116.14,73.08,54.0,0.0,1.92,CN,1609120647.0
578,eyl,7.98,49.82,75.13,70.0,23.0,18.95,SO,1609120648.0
580,kushima,31.46,131.23,55.4,82.0,20.0,2.24,JP,1609120650.0
582,coahuayana,18.73,-103.68,69.8,77.0,40.0,2.35,MX,1609120651.0
583,leningradskiy,69.38,178.42,-11.94,78.0,0.0,2.21,RU,1609120652.0
584,vigeland,58.08,7.3,42.01,85.0,100.0,5.01,NO,1609120653.0
585,furano,43.28,142.47,19.4,57.0,75.0,2.24,JP,1609120654.0
586,matagami,49.75,-77.63,12.2,92.0,90.0,8.05,CA,1609120655.0
587,gusinoye ozero,51.11,106.26,-11.76,79.0,100.0,10.02,RU,1609120657.0
588,kambove,-10.88,26.6,62.91,100.0,100.0,0.49,CD,1609120658.0
589,ust-kuyga,70.02,135.6,-2.27,91.0,100.0,7.83,RU,1609120659.0
590,dunedin,-45.87,170.5,57.15,64.0,14.0,16.69,NZ,1609120660.0
591,ponta delgada,37.73,-25.67,53.6,81.0,75.0,2.24,PT,1609120661.0
592,braco do norte,-28.27,-49.17,67.21,94.0,31.0,0.98,BR,1609120662.0
593,woodward,36.43,-99.39,42.8,62.0,1.0,6.93,US,1609120664.0
594,skelleftea,64.75,20.95,35.6,95.0,100.0,12.75,SE,1609120665.0
595,pauini,-7.71,-66.98,72.88,98.0,100.0,0.69,BR,1609120666.0
596,teahupoo,-17.83,-149.27,86.0,66.0,75.0,10.29,PF,1609120667.0
597,tanout,14.97,8.89,60.51,32.0,0.0,10.96,NE,1609120668.0
598,ous,60.91,61.52,-11.49,90.0,100.0,9.19,RU,1609120670.0
599,nuristan,35.3,70.83,-1.66,74.0,0.0,11.77,AF,1609120671.0
600,nizwa,22.93,57.53,51.94,45.0,50.0,2.04,OM,1609120672.0
601,bima,-8.47,118.72,87.4,65.0,100.0,2.04,ID,1609120563.0
602,bakchar,57.02,82.07,-24.39,84.0,100.0,7.29,RU,1609120674.0
603,tupiza,-21.45,-65.72,58.98,57.0,23.0,5.53,BO,1609120676.0
604,ucluelet,48.93,-125.55,44.01,93.0,90.0,3.36,CA,1609120550.0
605,bonavista,48.65,-53.11,32.0,83.0,14.0,5.82,CA,1609120678.0
606,erenhot,43.65,111.98,-3.03,89.0,100.0,13.8,CN,1609120679.0
607,novochernorechenskiy,56.27,91.08,-31.77,81.0,0.0,3.44,RU,1609120681.0
609,eten,-6.91,-79.86,68.83,81.0,74.0,9.95,PE,1609120682.0
610,bonnyville,54.27,-110.73,10.4,85.0,90.0,3.36,CA,1609120683.0
612,cotonou,6.37,2.42,80.6,83.0,20.0,5.82,BJ,1609120577.0
